call_idx,turn_idx,sentence,act
32,8,frankie and is a nice restaurant in the south of town serving italian food,"['inform', 'offer']"
32,9,breath what is the phone number and post code,['request']
32,10,the phone number of frankie and is and its postcode is c b d y,"['inform', 'offer']"
32,11,thank you goodbye,"['thankyou', 'bye']"
33,0,hello welcome to the cambridge restaurant system? you can ask for restaurants by area price range or food type how may i help you?,['welcomemsg']
33,1,im looking for a moderately priced restaurant,['inform']
33,2,what part of town do you have in mind?,['request']
33,3,i dont care,['inform']
33,4,what kind of food would you like?,['request']
33,5,world food,['inform']
33,6,i m sorry but there is no restaurant serving world food,['canthelp']
33,7,how about asian oriental,"['inform', 'reqalts']"
33,8,i m sorry but there is no restaurant serving world food,['canthelp']
33,9,how about asian oriental,"['inform', 'reqalts']"
33,10,lan hong house is in the moderate price range,"['inform', 'offer']"
33,11,what is the addresses,['request']
33,12,sure lan hong house is on norfolk street city centre,"['inform', 'offer']"
33,13,what is the phone number,['request']
33,14,the phone number of lan hong house is,"['inform', 'offer']"
33,15,thank you good bye,"['thankyou', 'bye']"
34,0,hello welcome to the cambridge restaurant system? you can ask for restaurants by area price range or food type how may i help you?,['welcomemsg']
34,1,im looking for a moderately priced restaurant in the north,['inform']
34,2,what kind of food would you like?,['request']
34,3,i dont care,['inform']
34,4,meghna is a nice place in the north of town and the prices are moderate,"['inform', 'offer']"
34,5,whats the phone number and addresses,['request']
34,6,the phone number of meghna is,"['inform', 'offer']"
34,7,whats the addresses,['request']
34,8,sure meghna is on victoria road chesterton,"['inform', 'offer']"
34,9,thank you good bye,"['thankyou', 'bye']"
35,0,hello welcome to the cambridge restaurant system? you can ask for restaurants by area price range or food type how may i help you?,['welcomemsg']
35,1,im looking for an expensive restaurant in the east part of town,['inform']
35,2,what kind of food would you like?,['request']
35,3,i dont care,['inform']
35,4,royal standard is a nice place in the east of town and the prices are expensive,"['inform', 'offer']"
35,5,is there anything else,['reqalts']
35,6,grafton hotel restaurant is a nice place in the east of town and the prices are expensive,"['inform', 'offer']"
35,7,the phone number,['request']
35,8,the phone number of grafton hotel restaurant is,"['inform', 'offer']"
35,9,what kind of food is it,['request']
35,10,grafton hotel restaurant serves british food,"['inform', 'offer']"
35,11,thank you good bye,"['thankyou', 'bye']"
36,0,hello welcome to the cambridge restaurant system? you can ask for restaurants by area price range or food type how may i help you?,['welcomemsg']
36,1,im looking for a cheap restaurant in the north part of town,['inform']
36,2,royal spice is a nice restaurant in the north of town in the cheap price range,"['inform', 'offer']"
36,3,whats the phone whats the phone number,['request']
36,4,the phone number of royal spice is,"['inform', 'offer']"
36,5,thank you good bye,"['thankyou', 'bye']"
37,0,hello welcome to the cambridge restaurant system? you can ask for restaurants by area price range or food type how may i help you?,['welcomemsg']
37,1,im looking for a moderately priced restaurant in the west part of town,['inform']
37,2,prezzo is a nice restaurant in the west of town in the moderate price range,"['inform', 'offer']"
37,3,is there anything else,['reqalts']
37,4,you are looking for a restaurant is that right?,['confirm-domain']
37,5,yes,['affirm']
37,6,prezzo is a nice restaurant in the west of town in the moderate price range,"['inform', 'offer']"
37,7,is there anything else,['reqalts']
37,8,prezzo is a nice restaurant in the west of town in the moderate price range,"['inform', 'offer']"
37,9,is there something else,['reqalts']
37,10,saint johns chop house is a nice restaurant in the west of town in the moderate price range,"['inform', 'offer']"
37,11,what is the phone number,['request']
37,12,the phone number of saint johns chop house is,"['inform', 'offer']"
37,13,whats the addresses,['request']
37,14,sure saint johns chop house is on northampton street,"['inform', 'offer']"
37,15,thank you good bye,"['thankyou', 'bye']"
38,0,hello welcome to the cambridge restaurant system? you can ask for restaurants by area price range or food type how may i help you?,['welcomemsg']
38,1,im looking for a restaurant in any area,['inform']
38,2,what part of town do you have in mind?,['request']
38,3,any area,['inform']
38,4,what kind of food would you like?,['request']
38,5,jamaican,['inform']
38,6,what kind of food would you like?,['request']
38,7,jamaican food,['inform']
38,8,i m sorry but there is no restaurant serving jamaican food,['canthelp']
38,9,what about thai food,"['inform', 'reqalts']"
38,10,i m sorry but there is no restaurant serving jamaican food,['canthelp']
38,11,what about thai food,"['inform', 'reqalts']"
38,12,you are looking for a thai restaurant right?,['expl-conf']
38,13,yes,['affirm']
38,14,sala thong serves thai food,"['inform', 'offer']"
38,15,what is the phone number,['request']
38,16,the phone number of sala thong is,"['inform', 'offer']"
38,17,what is the price range,['request']
38,18,sala thong is in the expensive price range,"['inform', 'offer']"
38,19,thank you good bye,"['thankyou', 'bye']"
39,0,hello welcome to the cambridge restaurant system? you can ask for restaurants by area price range or food type how may i help you?,['welcomemsg']
39,1,im looking for a cheap restaurant,['inform']
39,2,what kind of food would you like?,['request']
39,3,moroccan food,['inform']
39,4,sorry there is no moroccan restaurant in the cheap price range,['canthelp']
39,5,okay how about indian food,"['inform', 'reqalts']"
39,6,mahal of cambridge is a great restaurant serving indian food and it is in the cheap price range,"['inform', 'offer']"
39,7,what is the addresses,['request']
39,8,sure mahal of cambridge is on millers yard mill lane,"['inform', 'offer']"
39,9,thank you goodbye,"['thankyou', 'bye']"
40,0,hello welcome to the cambridge restaurant system? you can ask for restaurants by area price range or food type how may i help you?,['welcomemsg']
40,1,i would like a moderately priced restaurant,['inform']
40,2,what kind of food would you like?,['request']
40,3,spanish food,['inform']
40,4,la tasca is a great restaurant serving spanish food and it is in the moderate price range,"['inform', 'offer']"
40,5,what is the addresses,['request']
40,6,sure la tasca is on bridge street,"['inform', 'offer']"
40,7,what is the phone number,['request']
40,8,the phone number of la tasca is,"['inform', 'offer']"
40,9,what is the area,['request']
40,10,la tasca is a nice place in the centre of town,"['inform', 'offer']"
40,11,thank you good bye,"['thankyou', 'bye']"
41,0,hello welcome to the cambridge restaurant system? you can ask for restaurants by area price range or food type how may i help you?,['welcomemsg']
41,1,im looking for a restaurant in the center part of town,['inform']
41,2,what kind of food would you like?,['request']
41,3,hungarian food,['inform']
41,4,you are looking for a restaurant serving any kind of food right?,['expl-conf']
41,5,no hungarian food,"['inform', 'negate']"
41,6,would you like something in the cheap moderate or expensive price range?,['request']
41,7,i dont care,['inform']
41,8,ali baba is a nice place in the centre of town,"['inform', 'offer']"
41,9,is it hungarian,['confirm']
41,10,ali baba is a great restaurant,['offer']
41,11,what is the addresses,['request']
41,12,sure ali baba is on hills road city centre,"['inform', 'offer']"
41,13,what is the price range,['request']
41,14,ali baba is in the moderate price range,"['inform', 'offer']"
41,15,thank you good bye,"['thankyou', 'bye']"
42,0,hello welcome to the cambridge restaurant system? you can ask for restaurants by area price range or food type how may i help you?,['welcomemsg']
42,1,im looking for a restaurant in the north part of town,['inform']
42,2,would you like something in the cheap moderate or expensive price range?,['request']
42,3,uh i dont care,['inform']
42,4,what kind of food would you like?,['request']
42,5,im looking for french food,['inform']
42,6,restaurant two two is a nice restaurant in the north of town serving french food,"['inform', 'offer']"
42,7,whats the phone number,['request']
42,8,the phone number of restaurant two two is,"['inform', 'offer']"
42,9,thank you good bye,"['thankyou', 'bye']"
43,0,hello welcome to the cambridge restaurant system? you can ask for restaurants by area price range or food type how may i help you?,['welcomemsg']
43,1,im looking for a cheap restaurant in the west part of town,['inform']
43,2,la margherita is a nice restaurant in the west of town in the cheap price range,"['inform', 'offer']"
43,3,west is the addresses and phone number,"['inform', 'request']"
43,4,the phone number of la margherita is and it is on magdalene street city centre,"['inform', 'offer']"
43,5,thank you good bye,"['thankyou', 'bye']"
44,0,hello welcome to the cambridge restaurant system? you can ask for restaurants by area price range or food type how may i help you?,['welcomemsg']
44,1,im looking for a cheap restaurant serving kosher food,['inform']
44,2,i m sorry but there is no restaurant serving kosher food,['canthelp']
44,3,what about chinese food,"['inform', 'reqalts']"
